m30,BTR,FET,FDT,SHR,GRS,CRP
61839,0.14,1.391,0.118,0.205,0.162,0.125
61844,0.018,0.471,0.015,0.174,0.29,0.203
61845,9.112,34.009,6.746,13.993,12.446,5.147
61846,6.864,32.366,5.026,11.147,14.952,5.281
61847,0.469,1.357,0.273,0.496,0.331,0.017
61865,0.019,1.003,0.178,2.093,1.598,0.16
61866,0,0.26,0.033,0.26,0.203,0.02
62032,0.89,4.101,0.029,1.388,0.894,0.009
62033,12.525,56.782,0.292,10.371,6.88,0.131
62034,16.736,63.047,0.546,12.192,8.498,0.187
62035,22.269,47.828,0.426,16.713,12.326,0.707
62036,20.766,59.359,0.701,10.724,7.286,0.116
62037,9.646,65.335,0.462,10.339,7.622,0.256
62038,2.367,67.339,2.346,15.445,10.818,0.163
62039,0.562,13.285,0.831,22.586,26.733,16.814
62040,0.011,1.989,0.017,22.129,26.688,11.778
62041,0.029,2.403,0.029,24.23,18.63,22.573
62042,0.012,3.526,0.008,20.614,15.638,40.152
62043,0,3.304,0,33.348,19.198,16.241
62044,0.002,3.665,0,39.911,21.234,8.538
62045,0,5.301,0.009,21.424,15.902,37.094
62046,0,7.539,0.173,6.817,13.511,59.533
62047,0,28.953,2.714,16.044,17.556,29.384
62048,0.493,64.33,3.441,14.806,9.915,3.577
62049,0.79,72.035,3.29,13.633,9.295,0.098
62050,0.658,71.701,2.44,14.887,11.324,0.206
62051,0.351,64.393,5.364,17.412,12.806,0.242
62052,0.642,44.965,4.7,18.02,21.394,6.731
62053,0.608,51.3,5.585,20.901,17.145,2.777
62054,0.92,38.463,1.06,15.658,25.301,10.645
62055,1.805,38.859,0.671,17.921,24.443,9.699
62056,2.439,34.356,0.203,18.966,28.002,4.617
62057,1.867,17.877,0,16.615,30.008,9.667
62058,1.731,25.981,0,16.347,34.293,7.04
62059,1.306,43.384,0,17.621,24.965,4.482
62060,2.046,28.993,0,14.671,32.429,7.744
62061,1.612,6.407,0,7.968,36.892,21.274
62062,4.082,21.354,0,13.203,28.061,16.834
62063,0.305,4.92,0,8.575,45.422,9.338
62064,0,1.061,0,12.436,41.84,4.767
62065,0,1.197,0,17.811,36.969,4.047
62066,0,0.246,0,6.261,43.259,2.922
62067,0,0.16,0,5.554,45.102,2.824
62068,0,0.269,0,6.652,45.469,3.409
62069,0,0.686,0,6.593,46.306,4.857
62070,0,1.582,0,8.346,47.838,8.005
62071,0,2.112,0,7.823,48.113,10.05
62072,0.002,2.733,0,6.73,36.773,28.833
62073,0.006,2.946,0,6.691,43.583,23.888
62074,0.111,3.427,0,5.611,28.327,41.841
62075,0.224,3.881,0,4.414,10.852,64.607
62076,0.104,4.871,0,4.307,11.429,65.406
62077,0.103,4.753,0,4.49,14.857,60.229
62078,0.181,5.331,0,4.226,10.033,67.682
62079,0.3,6.361,0,4.465,9.884,66.157
62080,0.429,5.649,0,4.281,9.901,69.336
62081,0.16,5.588,0,4.334,9.244,68.408
62082,0.19,7.297,0,4.274,8.634,70.952
62083,0.399,5.342,0,4.352,8.756,73.413
62084,0.345,6.019,0,4.351,8.743,73.602
62085,0.945,4.814,0,4.461,8.885,74.898
62086,2.326,4.722,0,4.45,8.964,74.368
62087,1.812,3.954,0,5.105,9.536,72.847
62088,3.368,4.988,0.108,4.479,8.558,70.784
62089,14.576,6.764,1.098,4.63,7.087,50.106
62090,16.135,7.386,1.155,5.8,8.454,56.911
62091,25.423,14.202,1.568,9.371,9.156,35.413
62092,36.122,10.258,1.957,9.893,7.674,16.822
62093,45.228,11.987,5.052,9.638,8.085,17.656
62094,39.799,13.053,6.563,12.066,9.712,16.381
62095,44.366,14.844,3.919,13.142,9.791,13.716
62096,39.484,12.693,2.804,11.733,9.294,13.434
62097,24.106,7.928,1.107,7.104,5.212,5.642
62098,31.293,9.481,0.593,10.816,7.815,6.455
62099,17.703,8.745,0.886,7.424,5.322,3.021
62100,12.526,4.17,0.375,2.424,1.719,0.798
62101,33.62,12.339,0.685,5.917,4.038,0.551
62102,43.599,12.462,0.793,12.06,8.881,4.956
62103,56.848,16.39,1.167,14.016,9.566,2.09
62104,39.206,18.557,1.144,8.716,5.805,0.114
62105,34.354,13.532,1.037,7.041,4.748,0.286
62106,1.947,1.111,0.066,0.703,0.524,0.124
62107,0.729,0.153,0.014,0.045,0.031,0
62108,12.031,4.58,0.204,1.813,1.229,0.329
62109,14.265,12.317,0.604,3.357,2.273,0.1
62110,13.662,10.712,0.676,5.205,3.452,0.132
62111,6.306,1.015,1.202,1.016,0.69,0.046
62112,48.571,10.539,13.418,6.195,4.447,1.564
62113,36.886,25.977,17.728,5.468,3.642,0.013
62114,21.542,45.02,13.449,6.475,4.21,0.022
62115,15.276,53.775,10.013,9.265,6.073,0.04
62116,8.799,63.072,6.888,10.358,6.811,0.023
62117,9.702,62.013,7.301,8.264,5.425,0.014
62118,12.344,44.587,7.754,15.537,10.306,2.734
62119,8.39,42.221,5.894,15.557,10.085,2.914
62120,15.124,44.51,9.815,10.248,6.803,0.013
62121,18.423,42.084,11.989,9.424,6.207,0.011
62122,17.667,42.177,10.756,10.427,6.919,0.011
62123,19.624,31.688,11.619,9.356,6.163,0.025
62124,16.855,38.271,10.893,11.75,7.805,0.034
62125,16.103,47.912,11.141,9.162,5.969,0.019
62126,19.046,51.197,13.175,7.334,4.882,0.012
62127,21.016,44.174,13.362,6.953,4.593,0.006
62128,36.026,28.211,17.635,6.936,4.603,0.029
62129,33.352,17.225,13.769,6.233,4.234,0.736
62130,45.484,14.12,15.13,7.74,6.081,2.321
62131,33.467,31.001,16.614,8.26,5.558,0.043
62132,21.032,44.75,13.686,8.462,5.735,0.174
62133,21.855,37.014,13.67,9.209,6.043,0.245
62134,27.288,38.318,15.13,7.592,5.005,0.013
62135,34.078,23.985,14.163,9.338,8.526,3.621
62136,29.287,16.948,12.561,10.517,14.753,9.838
62137,28.098,15.272,10.965,10.691,13.752,11.155
62138,23.786,13.214,8.968,11.741,14.604,19.987
62139,27.22,10.065,9.076,11.634,17.035,15.245
