m30,BTR1,FET1,FDT1,SHR1,GRS1,CRP1,AVE1
45463,30776,2575,8,8720,1129,12,4503.8
45464,30776,2575,8,8720,1129,12,4476.1
45465,30776,2575,8,8720,1129,12,4621.9
45466,30776,2575,8,8720,1129,12,4417.9
45467,30776,2575,8,8720,1129,12,4089
45468,30776,2575,8,8720,1129,12,4464.7
45469,30776,2575,8,8720,1129,12,4228.5
45470,30776,2575,8,8720,1129,12,3076.9
45471,30776,2575,8,8720,1129,12,2237.6
45472,30776,2575,8,8720,1129,12,3722.4
45473,30776,3900,8,8720,1129,12,5113.1
45474,30776,4741,8,8720,1129,12,7062.9
45475,30776,4741,8,8720,1129,12,6711.1
45476,30776,4741,8,8720,1129,12,6390.5
45477,30776,4741,8,8720,1129,12,6653.2
45478,30776,4741,8,8720,1129,12,7085.9
45479,30776,4716,8,8720,1129,12,6228.6
45480,30776,4308,16,8079,1129,12,6080.3
45481,30776,4129,16,7822,1129,12,5675.3
45482,30776,4027,24,7694,1129,12,6295
45483,30776,4486,16,8335,1129,12,7981.9
45484,30776,4741,8,8976,1115,12,7089.6
45485,27314,4231,557,21544,85,12,8398.1
45486,26929,4180,627,22441,5,12,9896.4
45487,26929,4180,627,22441,5,12,7713.1
45488,28212,4155,447,20005,165,12,6043.8
45489,28981,4129,290,16158,499,12,8709.1
45490,28853,4129,290,14619,621,12,8682.8
45491,30392,4078,63,10259,1007,12,7655.2
45492,30776,4078,8,8720,1129,12,7318.3
45493,30776,4078,8,8720,1129,12,6726.1
45494,30776,4078,8,8720,1129,12,6485
45495,30776,4078,8,8720,1129,12,7940.1
45496,30776,4078,8,8720,1129,12,7861.7
45497,30776,4078,8,8720,1129,12,7130.5
45498,30776,4078,8,8720,1129,12,5302.6
45499,30392,4104,8,8335,1125,12,4696.2
45500,30776,4129,8,7951,1129,12,4330.6
45501,30776,4129,8,7951,1129,12,4544
45502,30776,4129,8,7951,1129,12,4637
45503,30776,4129,8,7951,1129,12,4360.9
45504,30776,4129,8,7951,1129,12,4292.4
45505,30776,4129,8,7951,1129,12,3846.8
45506,30776,4129,8,7951,1129,12,3703.7
45507,30776,4129,8,7951,1129,12,3741.1
45508,30776,4129,8,7951,1129,12,4145.5
45509,30776,4129,8,7951,1129,12,4550.6
45510,30776,4129,8,7951,1129,12,3577.4
45511,30776,4129,8,7951,1129,12,3800.2
45512,30776,4129,8,7951,1129,12,3356.8
45513,30776,4155,8,7951,1129,12,3159.3
45514,30776,5047,8,9489,1129,12,1109.7
45515,30776,4971,8,9361,1129,12,3773.2
45516,30776,4971,8,9361,1125,12,4708.4
45517,30776,4920,8,9489,1096,12,4515.2
45518,30776,5098,8,9618,1129,12,4657.4
45519,30776,5098,8,9618,1129,12,5370.5
45520,30776,5098,8,9618,1129,12,5970.1
45521,30776,5098,8,9618,1129,12,5736.5
45522,30776,5098,8,9618,1129,12,6079.4
45523,30776,5098,8,9618,1129,12,5393.5
45524,30776,5098,8,9618,1129,12,5573.9
45525,30776,5098,8,9618,1129,12,5280.8
45526,30776,5098,8,9618,1129,12,4788.8
45527,30776,5098,8,9618,1129,12,5477.7
45528,30776,5098,8,9618,1129,12,5959.4
45529,30520,5073,8,9618,1129,12,6322.8
45530,27314,4690,8,8720,1129,12,5544.5
45531,25647,4231,8,7951,1129,12,5278.1
45532,25647,4206,8,7951,1125,12,5538.4
45533,25647,4206,8,7951,1129,12,4802.8
45534,25647,4206,8,7951,1129,12,5456.3
45535,25647,4206,8,7822,1054,12,768.7
45564,128,5735,8,11028,951,12,486.4
45565,128,6143,8,13336,1068,12,3505.7
45566,30776,6092,235,14234,1111,12,7295
45567,30776,6194,235,14362,1129,12,7771.5
45568,28084,5608,196,12439,1129,12,6160.8
45569,18722,3492,110,6668,1129,12,3845.8
45570,26160,5124,180,11285,1129,12,4727.3
45571,28981,4614,204,10002,1129,12,5791.3
45572,24749,5251,157,11669,1129,12,5452.8
45573,14362,5149,71,11541,1129,12,6105.2
45574,11926,4359,47,9105,1129,12,5241.5
45575,10259,3314,8,6668,1129,12,4581.3
45576,30776,3671,235,7309,1129,12,5024.9
45577,30776,4512,235,9361,1129,12,6487.1
45578,128,4716,8,9746,1129,12,6510.8
45579,128,3492,8,6668,1129,12,4134.5
45580,10259,2957,8,5514,1129,12,3392.8
45581,128,2957,8,5514,1129,12,3414.4
45582,10259,2957,8,5514,1129,12,3219.8
45583,10259,2957,8,5514,1129,12,3191.9
45584,10259,2931,8,5514,1115,12,3148.6
45585,10259,2829,8,5001,941,12,2337.3
45586,10259,2957,8,5514,1120,12,2603.4
45587,10259,2957,8,5514,1120,12,3495.4
45588,10259,2957,8,5514,1125,12,3241.4
45589,10259,2931,8,5514,1125,12,3381.2
45590,10259,2957,8,5514,1129,12,2894.2
45591,10259,2167,24,8464,1129,12,3200.3
45592,8976,1784,235,9618,1129,12,4112
45593,8976,1784,235,9618,1129,12,4532.9
45594,8848,1682,235,9233,1111,12,3655.6
45595,8976,1682,235,9105,1096,12,3401.2
45596,8976,1580,235,7822,1012,12,310.5
45706,14362,688,39,5129,301,12,138.6
45707,12824,714,31,5771,339,12,866.1
45708,13336,688,39,5771,334,12,599.9
45710,13336,688,31,6284,438,12,839.7
45711,22954,841,39,7822,541,12,2484.4
45712,14491,765,39,6412,376,12,1291.7
45713,22056,892,39,8335,668,12,1636.2
45714,14491,765,39,6412,391,12,587
45732,5642,229,31,1539,438,12,30
45733,6412,484,39,3719,1078,12,566.4
45734,8976,663,133,4104,838,12,1225.5
45735,19235,663,71,5386,668,12,2516.1
45736,22056,612,31,6284,654,12,2141.6
45737,21031,688,31,5258,447,12,1172.7
45738,21159,663,31,3847,268,12,442.1
45743,21544,663,31,4232,296,12,439.8
45744,21031,688,31,4616,315,12,1964
45745,23595,765,39,5386,372,12,2122.9
45746,23724,739,39,5514,372,12,2269
45747,23980,765,39,5514,376,12,3293.5
45748,23980,765,39,5514,376,12,3600.2
45749,23980,765,39,5514,376,12,1585.2
45750,23980,765,39,5514,376,12,1127.6
45751,23980,765,39,5514,376,12,1769.8
45752,23980,765,39,5514,376,12,2366.3
45753,23980,765,39,5514,376,12,2154.3
45754,21287,637,31,4104,282,12,1216.1
45755,128,25,8,0,0,4,0
45759,0,0,0,0,0,4,0
45764,23211,688,39,4616,320,12,182.7
45765,23852,765,39,5258,362,12,2649.1
45766,23980,714,39,5258,362,12,2404
45767,23467,688,39,4616,344,12,256.4
45768,23724,739,39,5129,348,12,894
45769,23852,739,39,5258,353,12,1553.3
45770,23980,765,39,5514,372,12,5489.1
45771,23980,765,39,5514,376,12,6212.5
45772,23980,765,39,5514,376,12,5182.9
45773,23980,765,39,5514,376,12,3789.7
45774,23980,765,39,5514,376,12,2880.4
45775,23980,765,39,5514,376,12,2985.9
45776,23980,765,39,5514,376,12,1835.5
45777,23595,714,39,5642,414,12,4118.2
45778,20518,382,16,7309,941,12,5105.3
45779,22698,637,31,6284,612,12,4933.6
45780,23980,765,39,5514,386,12,6285.7
45781,23980,765,39,5514,376,12,6826
45782,23082,714,31,5642,419,12,4218.1
45783,23467,739,39,5642,409,12,1267.6
45784,23980,765,39,5514,376,12,4436.2
45785,23980,765,39,5514,391,12,5951.3
45786,23724,714,39,5642,433,12,5161.5
45787,23980,765,39,5514,381,12,3365.5
45788,23852,765,39,5642,424,12,3067.1
45789,23082,688,31,5899,513,12,3328.5
45790,22313,637,31,6155,598,12,3683.1
45791,19235,255,8,7951,1125,12,3705.8
45792,22698,586,31,6540,720,12,3807.1
45793,22056,535,24,6796,781,12,4003.3
45794,19235,255,8,7951,1129,12,2787.4
45795,19235,255,8,7951,1129,12,3113.1
45796,19235,255,8,7951,1129,12,2857.1
45797,20261,357,16,7438,993,12,1290.6
45798,20389,357,16,7309,951,12,1340.6
45799,19235,255,8,7951,1129,12,4211.1
45800,19235,255,8,7951,1129,12,4208.2
45801,19235,255,8,7951,1129,12,4030
45802,19235,255,8,7951,1129,12,3722.5
45803,19235,255,8,7951,1129,12,3142.4
45804,19235,255,8,7951,1129,12,3253.4
45805,19235,255,8,7951,1129,12,3555.7
45806,19235,255,8,7951,1129,12,4074
45807,19235,255,8,7951,1129,12,4883.4
45808,19235,255,8,7951,1129,12,4390
45809,19235,255,8,7951,1129,12,4366.3
45810,20389,408,16,7438,984,12,5101
45811,19235,255,8,7951,1129,12,5880.6
45812,19235,255,8,7951,1129,12,5518.3
45813,19235,255,8,7951,1129,12,6913.3
45814,19235,255,8,7951,1129,12,5868.8
45815,19235,255,8,7951,1129,12,4168.1
45816,19235,255,8,7951,1129,12,3109.4
45817,19235,255,8,7951,1129,12,2859.9
45818,19235,255,8,7951,1129,12,3361.3
45819,19235,255,8,7951,1129,12,2916.7
45820,19235,255,8,7951,1129,12,2158.3
45821,19235,255,8,7951,1129,12,1845.7
45822,19748,280,8,7822,1092,12,1637.3
45823,21159,357,24,7438,998,12,1880.2
45824,19492,255,8,7951,1120,12,1886.2
45825,21287,433,24,7309,955,12,2378
45826,19364,280,8,7951,1111,12,2896.7
45827,20902,408,16,7438,993,12,3070.3
45828,19748,306,8,7694,1059,12,3011.7
45829,19235,255,8,7951,1129,12,2830.2
45830,19235,255,8,7951,1129,12,2605.2
45831,19235,255,8,7951,1129,12,2515.6
45832,19492,280,8,7822,1078,12,2599.3
45833,20902,535,16,6668,725,12,2086.7
45834,20902,433,16,7181,889,12,3375.3
45835,17568,382,8,7181,1129,12,3426.6
45836,16158,612,8,5899,1129,12,2256.2
45837,14362,765,8,4745,1129,12,2459.6
45838,14362,765,8,4745,1129,12,2186.7
45839,14362,765,8,4745,1129,12,2810.2
45840,15260,765,8,4745,1129,12,2790.8
45841,23980,765,8,4745,1129,12,3827.7
45842,23980,765,8,4745,1129,12,3510.9
45843,23980,765,8,4745,1129,12,4702
45844,23980,765,8,4745,1129,12,4213.6
45845,23980,765,8,4745,1129,12,4653.5
45846,23980,765,8,4745,1129,12,5080.6
45847,23980,765,8,4745,1129,12,3935.6
45848,23980,765,8,4745,1129,12,4399.3
45849,23980,765,8,4745,1129,12,4254.2
45850,23980,765,8,4745,1129,12,4199.5
45851,23980,765,8,4745,1129,12,2857.3
45852,23980,765,8,4745,1129,12,4113.2
45853,23980,765,8,4745,1129,12,3495.4
45854,23980,765,8,4745,1129,12,3682.7
45855,23980,765,8,4745,1129,12,3549.6
45856,23980,765,8,4745,1129,12,3545.4
45857,23980,765,8,4745,1129,12,2974.8
45858,23980,765,8,4745,1129,12,3799
45859,23980,765,8,4745,1129,12,3893.6
45860,23980,765,8,4745,1129,12,3635.9
45861,23980,765,8,4745,1129,12,3138.3
45862,23980,765,8,4745,1129,12,2872.2
45863,23980,765,8,4745,1129,12,2655.4
45864,23980,765,8,4745,1129,12,2638.3
45865,23980,765,8,4745,1129,12,2743.1
45866,23980,765,8,4745,1129,12,2888
45867,23980,765,8,4745,1129,12,2458.7
45868,23980,765,8,4745,1129,12,2845.4
45869,23980,765,8,4745,1129,12,3092.8
45870,23980,765,8,4745,1129,12,2548.2
45871,23980,765,8,4745,1129,12,2410.3
45872,23980,765,8,4745,1129,12,2453.8
45873,23980,765,8,4745,1129,12,2305.7
45874,23980,765,8,4745,1129,12,2205.8
45875,23980,765,8,4745,1129,12,1799.5
45876,23980,765,8,4745,1129,12,1799.5
45877,23980,765,8,4745,1129,12,1713.6
45878,23980,765,8,4745,1129,12,1269
45879,23980,765,8,4745,1129,12,1720
45880,23980,765,8,4745,1129,12,2340.7
45881,23980,765,8,4745,1129,12,2430.7
45882,23980,765,8,4745,1129,12,2457.7
45883,23980,765,8,4745,1129,12,3014
45884,23980,765,8,4745,1129,12,2786
45885,23980,765,8,4745,1129,12,2478.8
45886,23980,765,8,4745,1129,12,1989
45887,23980,765,8,4745,1129,12,2448.5
45888,23980,765,8,4745,1129,12,3010.9
45889,23980,765,8,4745,1129,12,2944.6
45890,23980,765,8,4745,1129,12,2437
45891,23980,765,8,4745,1129,12,2738.8
45892,23980,765,8,4745,1129,12,2639.8
45893,23980,765,8,4745,1129,12,2218.2
45894,23980,765,8,4745,1129,12,2413.7
45895,23980,765,8,4745,1129,12,2342.6
45896,23980,765,8,4745,1129,16,2867.2
45897,23980,765,8,4745,1129,35,4097
45898,23980,765,8,4745,1129,59,4801.6
45899,23980,765,8,4745,1129,71,4582
45900,23980,765,8,4745,1129,78,3948.9
45901,23980,765,8,4745,1129,71,4546.3
45902,23980,765,8,4745,1129,90,5260.5
45903,23980,765,8,4745,1129,78,5030.9
45904,23980,765,8,4745,1129,86,4008.2
45905,23467,918,8,4745,1129,86,2593.9
45906,17312,1300,8,4745,1129,86,2132.3
45907,14619,1504,8,4745,1129,90,2114.2
45908,14362,1529,8,4745,1129,78,2152.2
45909,14362,1529,8,4745,1129,86,2210.8
45910,14362,1529,8,4745,1129,86,2164.4
45911,14362,1529,8,4745,1129,86,1799.5
45912,14362,1529,8,4745,1129,86,1535.7
45913,14362,1529,8,4745,1129,86,1968.6
45914,14362,1529,8,4745,1129,75,2064.2
45915,14362,1529,8,4745,1129,78,2073.5
45916,14362,1529,8,4745,1129,75,1913.1
45917,14362,1529,8,4745,1129,71,1806.8
45918,14362,1529,8,4745,1129,71,1826.3
45919,14362,1529,8,4745,1129,67,1630.7
45920,14362,1529,8,4745,1129,59,1542.9
45921,14362,1529,8,4745,1129,67,1481.7
45922,14362,1529,8,4745,1129,63,1759.6
45923,14362,1529,8,4745,1129,59,1659.5
45924,14362,1529,8,4745,1129,27,1638.8
45925,14362,1529,8,4745,1129,24,2069.6
45926,14362,1529,8,4745,1129,16,1950.5
45927,14362,1529,8,4745,1129,12,2009.5
45928,14362,1529,8,4745,1129,16,2028.4
45929,14362,1529,8,4745,1129,16,1905.3
45930,14362,1529,8,4745,1129,16,1803
45931,14362,1529,8,4745,1129,12,1892.3
45932,14362,1529,8,4745,1129,12,1929.5
45933,14362,1529,8,4745,1129,12,1904.9
45934,14362,1529,8,4745,1129,12,1936.2
45935,14362,1529,8,4745,1129,12,1965
45936,14362,1529,8,4745,1129,12,1759.8
45937,14362,1529,8,4745,1129,12,1745.8
45938,14362,1529,8,4745,1129,12,1762.3
45939,14362,1529,8,4745,1129,12,1772.8
45940,14362,1529,8,4745,1129,12,1831.2
45941,14362,1529,8,4745,1129,12,1659.8
45942,14362,1504,8,4745,1129,12,1627.8
45943,14234,1453,16,5001,1129,12,1634.9
45944,13336,1147,188,5899,1129,12,2079.3
45945,13849,1122,47,5514,1129,12,2659.1
45946,14362,1529,8,4745,1129,12,2163
45947,14362,1529,8,4745,1129,12,2355.2
45948,14362,1529,8,4745,1129,12,2930.3
45949,14362,1529,8,4745,1129,12,2724.6
45950,14362,1529,8,4745,1129,12,2759.3
45951,14362,1529,8,4745,1129,12,2621.6
45952,14362,1529,8,4745,1129,12,2454.6
45953,14362,1529,8,4745,1129,12,2782.8
45954,14362,1529,8,4745,1129,12,2813.2
45955,14362,1529,8,4745,1129,12,2864.4
45956,14362,1529,8,4745,1129,12,2464.2
45957,14362,1529,8,4745,1129,12,2259.8
45958,14362,1529,8,4745,1129,12,2801.3
45959,14362,1529,8,4745,1129,12,2996.8
45960,14362,1529,8,4745,1129,12,2550.1
45961,13336,1198,141,5771,1129,12,2838
45962,12952,1122,165,5771,1129,12,2830.3
45963,14362,1529,8,4745,1129,12,2245.4
45964,14362,1529,8,4745,1129,12,1892.5
45965,14362,1529,8,4745,1129,12,2023
45966,14362,1529,8,4745,1129,12,2055.6
45967,14362,1529,8,4745,1129,12,2003
45968,14362,1529,8,4745,1129,12,1929.4
45969,14362,1529,8,4745,1129,12,1917.6
45970,14362,1529,8,4745,1129,12,2007
45971,14362,1529,8,4745,1129,12,2719.4
45972,12054,1071,125,5771,1129,12,3408.2
45973,13849,1198,86,5386,1129,12,3274.6
45974,14106,1427,24,5001,1129,12,3120.6
45975,14362,1529,8,4745,1129,12,2531.1
45976,14362,1529,8,4745,1129,12,2542.9
45977,14362,1529,8,4745,1129,12,2298.6
45978,14362,1529,8,4745,1129,12,2580.5
45979,14362,1504,8,4873,1129,12,2512.5
45980,13336,1249,31,5642,1129,12,2839.9
45981,14106,1122,94,5899,1129,12,3163.2
45982,13721,1351,110,5129,1129,12,2627.7
45983,14362,1529,8,4745,1129,12,2150.2
45984,14362,1529,8,4745,1129,12,2224.6
45985,14362,1529,8,4745,1129,12,2122.4
45986,14362,1529,8,4745,1129,12,1870.6
45987,128,1529,8,4745,1129,12,1855.3
45988,14362,1529,8,4745,1129,12,1933.5
45989,14362,1529,8,4745,1129,12,1987.7
45990,14362,1529,8,4745,1129,12,1846.1
45991,14362,1529,8,4745,1129,12,1929.7
45992,14362,1529,8,4745,1129,12,1896.8
45993,14362,1529,8,4745,1129,12,2119.3
45994,14362,1529,8,4745,1129,12,2081.8
45995,14362,1529,8,4745,1129,12,1979.7
45996,14362,1529,8,4745,1129,12,2321.3
45997,14362,1529,8,4745,1129,12,2407.5
45998,14362,1147,94,5642,1129,12,3339.9
45999,11926,1173,133,5642,1129,12,3351.6
46000,23980,663,24,5001,1129,12,2984
46001,23595,433,8,4745,1129,12,2728.9
46002,13336,790,8,3591,819,12,1106.3
46003,13080,1122,8,3206,593,12,70.6
46036,128,0,0,0,0,12,0
46037,128,2218,8,3719,965,12,255.6
46038,10387,2294,8,3975,1129,12,1698.1
46039,10387,2294,8,3975,1129,12,2867.3
46040,10387,2269,8,3975,1129,12,2806.5
46041,11156,1096,141,5899,1129,12,3899.4
46042,128,765,8,6412,1129,12,2797.5
46043,128,1606,8,5129,1129,12,3226.4
46044,8335,2167,8,3719,1035,12,2879.4
46045,10387,1682,8,2436,758,12,287.6
46047,128,1071,8,1411,409,12,5.1
46048,128,25,8,0,0,12,0
46125,128,0,235,10900,1092,12,980.2
46126,128,25,235,11156,1129,12,2641.5
46127,128,0,8,10259,1129,12,1739.6
46128,128,0,8,8207,1129,12,1880.3
46129,128,76,8,8207,1125,12,2347.9
46130,5129,102,8,5642,1115,12,877.1
46131,128,0,8,3719,729,12,21.4
46132,128,0,8,5386,1111,12,495.4
46133,6027,76,8,5258,1040,12,1207.9
46134,898,280,8,5386,1082,12,1986.6
46135,2436,382,8,5386,1087,12,2010.5
46136,6540,255,16,5001,998,12,319.5
46167,128,0,8,4104,720,12,13.4
46168,4616,433,31,6027,979,12,1056.1
46169,0,637,39,7438,1092,12,2107.7
46170,0,357,16,6668,1096,12,1229.9
46171,0,153,8,5642,960,12,737.7
46172,7822,25,31,6027,1059,12,957.1
46173,513,306,39,5642,908,12,504.2
46174,128,127,8,7694,1031,12,1722.1
46175,128,561,8,5386,701,12,188.4
46176,30776,2727,8,9233,1106,12,2480.6
46177,30392,2600,24,8848,1129,12,4047.1
46178,30776,2575,8,8720,1129,12,4085.8
46179,30776,2575,8,8720,1129,12,3499.6
46180,30776,2575,8,8720,1129,12,3788.6
46181,30776,2575,8,8720,1129,12,4088.5
46182,30776,2575,8,8720,1129,12,3998.9
46183,30776,2575,8,8720,1129,12,4096.2
46184,30776,2575,8,8720,1129,12,4108.3
46185,30776,2575,8,8720,1129,12,4575.4
46186,30776,2575,8,8720,1129,12,4754.9
46187,30776,2575,8,8720,1129,12,4129.9
46188,30776,2575,8,8720,1129,12,4388.2
46189,30776,2575,8,8720,1129,12,4103.7
46190,30776,2575,8,8720,1129,12,4321.9
46191,30776,2575,8,8720,1129,12,3537
46192,30776,2575,8,8720,1129,12,3510.4
46193,30776,2778,8,8720,1129,12,4342.2
46194,30776,4078,8,8720,1129,12,5941.8
46195,30776,4741,8,8720,1129,12,6560.2
46196,30776,4741,8,8720,1129,12,6055.8
46197,30776,4741,8,8720,1129,12,5178.8
46198,30776,4384,8,8207,1129,12,4744.5
46199,30776,3492,39,6668,1129,12,4280
46200,30776,3237,39,6412,1129,12,4201.5
46201,30776,3237,39,6412,1129,12,3765
46202,30776,3237,39,6412,1129,12,4999
46203,30776,3645,24,7181,1129,12,7219.6
46204,30648,3722,31,7951,1115,12,7636.9
46205,28340,3722,408,17568,325,12,8373.9
46206,26929,4180,627,22441,9,12,9436.7
46207,27186,4180,588,21928,42,12,9133.8
46208,29622,4104,188,11285,922,12,8376.2
46209,30776,4078,8,8720,1129,12,7782.9
46210,30776,4078,8,8720,1129,12,7649.7
46211,30776,4078,8,8720,1129,12,6323.6
46212,30776,4078,8,8720,1129,12,5276.3
46213,30776,4078,8,8720,1129,12,4796.5
46214,30776,4078,8,8720,1129,12,5163.6
46215,30776,4078,8,8720,1129,12,5229.2
46216,30776,4078,8,8720,1129,12,5294.3
46217,30776,4078,8,8720,1129,12,7371.7
46218,30776,4078,8,8592,1129,12,4623.8
46219,30776,4078,8,8464,1129,12,4728.1
46220,30776,4078,8,8592,1129,12,5002.3
46221,30776,4104,8,8335,1129,12,4441.3
46222,30776,4104,8,8207,1129,12,3659.5
46223,30776,4129,8,7951,1129,12,4389.5
46224,30776,4129,8,7951,1129,12,3954.2
46225,30776,4129,8,7951,1129,12,4047.6
46226,30776,4129,8,7951,1129,12,4022.4
46227,30776,4129,8,7951,1129,12,3292.7
46228,30776,4129,8,7951,1129,12,3404.1
46229,30776,4129,8,7951,1129,12,4250.7
46230,30776,4129,8,7951,1129,12,3918
46231,30776,4129,8,7951,1129,12,3828.3
46232,30776,4129,8,7951,1129,12,3938
46233,30776,4155,8,7951,1129,12,3248.5
46234,30776,4180,8,8079,1129,12,3388.6
46235,26673,4206,8,8079,1125,12,3472.2
46236,2180,3620,0,6027,969,12,729.3
46237,27314,3925,8,8464,1078,12,1706.7
46238,30776,4818,8,9105,1129,12,4566.2
46239,30776,4690,8,8976,1129,12,4667.7
46240,30776,5073,8,9618,1129,12,5266.7
46241,30776,5073,8,9618,1129,12,4742.1
46242,30776,5098,8,9618,1129,12,6003.5
46243,30776,5098,8,9618,1129,12,4935.8
46244,30776,5098,8,9618,1129,12,4400.7
46245,30776,5098,8,9618,1129,12,5109
46246,30776,5098,8,9618,1129,12,4751.1
46247,30776,5098,8,9618,1129,12,5212
46248,30776,5098,8,9618,1129,12,5232.7
46249,30776,5098,8,9618,1129,12,4842.6
46250,30776,5098,8,9618,1129,12,5018
46251,27442,4945,8,9105,1129,12,5873.7
46252,25647,4308,8,8079,1129,12,5109.1
46253,25647,4206,8,7951,1129,12,5372.7
46254,25647,4206,8,7951,1129,12,5479.9
46255,25647,4206,8,7951,1125,12,3411.7
46281,128,2804,8,12952,932,12,105.2
46283,128,25,8,9489,744,12,7.1
46286,128,6092,8,13849,1115,12,416.3
46287,30776,6169,235,14234,1125,12,6727.7
46288,15773,4410,71,9746,1129,12,5622.7
46289,10259,2957,8,5514,1129,12,3218.8
46290,10259,2957,8,5514,1129,12,2749.1
46291,10259,2957,8,5514,1129,12,3108.1
46292,10259,2957,8,5514,1129,12,3163.8
46293,10259,2957,8,5514,1129,12,3532.2
46294,10259,2957,8,5514,1129,12,3820.7
46295,10259,2957,8,5514,1129,12,3847.3
46296,128,2957,8,5514,1129,12,3617.7
46297,128,2957,8,5514,1129,12,3677.2
46298,128,2957,8,5514,1129,12,3629.4
46299,10259,2957,8,5514,1129,12,3819.2
46300,10259,2957,8,5514,1129,12,3664.1
46301,10259,2957,8,5514,1129,12,3639.5
46302,10259,2957,8,5514,1129,12,3811
46303,10259,2957,8,5514,1129,12,3844.8
46304,10259,2957,8,5514,1129,12,3822
46305,10259,2931,8,5514,1125,12,3854.3
46306,10259,2957,8,5514,1129,12,3543
46307,10259,2957,8,5514,1129,12,3369.5
46308,10259,2957,8,5514,1129,12,3303.1
46309,10259,2957,8,5514,1129,12,3624.3
46310,10259,2957,8,5514,1129,12,3463.4
46311,10259,2829,8,6027,1129,12,3310.7
46312,8976,1784,235,9618,1129,12,4552.3
46313,8976,1810,235,9489,1129,12,4923.8
46314,9361,2065,173,8079,1129,12,3778.6
46315,9618,2549,102,7694,1125,12,4159.1
46316,10002,2575,55,7694,1106,12,3001
46317,8335,2218,8,4488,932,12,471.5
46318,128,2957,8,4488,720,12,4.4
46423,641,76,0,2180,184,12,2.4
46424,128,25,8,0,0,4,0
46425,128,765,8,3078,264,12,4.3
46426,6668,663,24,5129,311,12,398.6
46427,12695,663,31,5771,344,12,586.8
46428,13721,714,39,5899,353,12,247.3
46429,11798,688,31,5642,358,12,617.3
46430,19492,1020,39,10259,871,12,2359.6
46431,28853,1249,39,12695,1120,12,3323.6
46432,27571,1249,39,12311,1068,12,3229.3
46433,18979,943,39,7694,536,12,822
46434,19107,994,39,6925,367,12,880.1
46435,18851,969,39,6540,353,12,594.6
46436,17184,943,31,6412,353,12,355.9
46437,19235,994,39,6284,348,12,138.3
46455,23980,408,39,2052,136,4,4.5
46456,0,0,0,0,0,4,0
46460,16029,255,39,6412,376,12,64.2
46461,15260,229,39,5514,329,12,319.6
46462,16029,127,39,3334,254,12,22.5
46464,23339,714,39,4745,329,12,1114.9
46465,23980,765,39,5514,376,12,2072.4
46466,23980,765,39,5514,376,12,1821.8
46467,23980,765,39,5514,376,12,3800.4
